parentcode_indus,industryparentname,year,alder_aar,tuvekt,is.male,is.union,has.education.primary,has.education.juniorhigh,has.education.some.hs,has.education.finished.hs,has.education.trade.school,has.education.bachelor,has.education.master,has.education.doctor,has.education.ungiven,lessthantwenty,twenty,thirty,fourty,fifty,sixty,seventyplus,sector.private,sector.municipal,sector.county,sector.centralgov,employment.onleave.employee,employment.employee,employment.selfemployed,employment.onleave.selfemployed,employment.onleave.familyemploy,employment.familyemploy,employment.employee.ungiven,employment.military,collective.agreement.yes,collective.agreement.combination,collective.agreement.no,fulltime,parttime,Unspecified or unidentifiable occupations,Commissioned armed forces officers,Non-commissioned armed forces officers,"Armed forces occupations, other ranks","Chief executives, senior officials and legislators",Administrative and commercial managers,Production and specialised services managers,"Hospitality, retail and other services managers",Science and engineering professionals,Health professionals,Teaching professionals,Business and administration professionals,Information and communications technology professionals,"Legal, social and cultural professionals",Science and engineering associate professionals,Health associate professionals,Business and administration associate professionals,"Legal, social, cultural and related associate professionals",Information and communications technicians,General and keyboard clerks,Customer services clerks,Numerical and material recording clerks,Other clerical support workers,Personal service wokers,Sales workers,Personal care workers,Protective services workers,Market-oriented skilled agricultural workers,"Market-oriented skilled forestry, fishery and hunting workers","Building and related trades workers, excluding electricians","Metal, machinery and related trades workers",Handicraft and printing workers,Electrical and electronics trades workers,"Food processing, woodworking, garment and other craft and related trades workers",Stationary plant and machine operators,Assemblers,Drivers and mobile plant operators,Cleaners and helpers,"Agricultural, forestry and fishery labourers","Labourers in mining, construction, manufacturing and transport",Food preparation assistants,Street and related service workers,Refuse workers and other elementary workers,nfreq,occupation,sector,sex,contractual_usual_working_hours_per_week,Monthly earnings (NOK)_Average,Monthly earnings (NOK)_Median,Monthly earnings (NOK)_Lower quartile,Monthly earnings (NOK)_Upper quartile,Monthly earnings (NOK)_Number of eployments with earnings,Monthly earnings (NOK)_Number of full-time equivalents,Basic monthly salary (NOK)_Average,Basic monthly salary (NOK)_Median,Basic monthly salary (NOK)_Lower quartile,Basic monthly salary (NOK)_Upper quartile,Basic monthly salary (NOK)_Number of eployments with earnings,Basic monthly salary (NOK)_Number of full-time equivalents,Variable additional allowances (NOK)_Average,Variable additional allowances (NOK)_Median,Variable additional allowances (NOK)_Lower quartile,Variable additional allowances (NOK)_Upper quartile,Variable additional allowances (NOK)_Number of eployments with earnings,Variable additional allowances (NOK)_Number of full-time equivalents,Bonus (NOK)_Average,Bonus (NOK)_Median,Bonus (NOK)_Lower quartile,Bonus (NOK)_Upper quartile,Bonus (NOK)_Number of eployments with earnings,Bonus (NOK)_Number of full-time equivalents,Overtime pay (NOK)_Average,Overtime pay (NOK)_Median,Overtime pay (NOK)_Lower quartile,Overtime pay (NOK)_Upper quartile,Overtime pay (NOK)_Number of eployments with earnings,Overtime pay (NOK)_Number of full-time equivalents,Age (years)_Average,Age (years)_Median,Age (years)_Lower quartile,Age (years)_Upper quartile,Age (years)_Number of eployments with earnings,Age (years)_Number of full-time equivalents,Contractual working hours per week (hours)_Average,Contractual working hours per week (hours)_Median,Contractual working hours per week (hours)_Lower quartile,Contractual working hours per week (hours)_Upper quartile,Contractual working hours per week (hours)_Number of eployments with earnings,Contractual working hours per week (hours)_Number of full-time equivalents
C,Manufacturing,2017,44.66445623342175,283.6805068990451,0.7546419098143236,0.5278514588859416,0.0013262599469496,0.17506631299734748,0.06763925729442971,0.4482758620689655,0.05305039787798409,0.16843501326259946,0.08222811671087533,0.0039787798408488,0,0.02122015915119363,0.14854111405835543,0.2015915119363395,0.2572944297082228,0.27320954907161804,0.09681697612732096,0.0013262599469496,0.9907161803713528,0.0013262599469496,0,0,0.10610079575596816,0.8594164456233422,0.03050397877984085,0.0039787798408488,0,0,0,0,0.4257294429708222,0.10477453580901856,0.3753315649867374,0.9323607427055703,0.03315649867374005,0.0053050397877984,0,0,0,0.0039787798408488,0.03315649867374005,0.09416445623342176,0.0039787798408488,0.04244031830238726,0.0013262599469496,0,0.02917771883289124,0.01326259946949602,0.0039787798408488,0.1180371352785146,0.01724137931034482,0.07029177718832891,0.0053050397877984,0.00663129973474801,0.02122015915119363,0.0026525198938992,0.04907161803713528,0.0013262599469496,0.01061007957559681,0.01326259946949602,0,0,0,0,0.03315649867374005,0.11405835543766578,0.01326259946949602,0.04244031830238726,0.02652519893899204,0.17639257294429708,0.01193633952254641,0.02254641909814323,0.01061007957559681,0,0.0026525198938992,0,0,0,754,All occupations,Sum all sectors,Both sexes,All employees,45490,40480,33980,50900,212729,197174,43020,38350,32480,48390,212729,197174,1430,0,0,1160,212729,197174,1040,0,0,170,212729,197174,2070,220,0,2370,212729,197174,43.3,44,34,53,212729,197174,34.5,37.5,37.5,37.5,212729,197174
B,Mining and quarrying,2017,44.30805687203792,265.81629339587676,0.8009478672985783,0.6729857819905213,0,0.07582938388625593,0.05687203791469194,0.2796208530805687,0.11374407582938388,0.2132701421800948,0.24170616113744076,0.01895734597156398,0,0.00947867298578199,0.10426540284360188,0.26540284360189575,0.3033175355450237,0.23696682464454977,0.08056872037914692,0,0.976303317535545,0,0,0.01421800947867298,0.2132701421800948,0.7867298578199052,0,0,0,0,0,0,0.46919431279620855,0.0947867298578199,0.36018957345971564,0.95260663507109,0.04739336492890995,0.00947867298578199,0,0,0,0.01421800947867298,0.01895734597156398,0.06161137440758293,0,0.15165876777251186,0,0,0.04265402843601896,0.00947867298578199,0.00947867298578199,0.22748815165876776,0.02369668246445497,0.04265402843601896,0,0.00473933649289099,0.00947867298578199,0.00947867298578199,0.03791469194312796,0,0.00947867298578199,0,0,0,0,0,0.04739336492890995,0.01895734597156398,0,0.04265402843601896,0.00473933649289099,0.15639810426540285,0,0.03791469194312796,0,0,0.00947867298578199,0,0,0,211,All occupations,Sum all sectors,Both sexes,All employees,69620,62140,50730,80900,55757,54482,60950,54170,41820,74570,55757,54482,5820,1260,0,7990,55757,54482,2860,40,0,2310,55757,54482,4080,1030,0,5700,55757,54482,44.9,45,37,53,55757,54482,34.6,37.5,33.6,37.5,55757,54482
S,Other service activities,2017,43.8994708994709,298.24196609380954,0.31746031746031744,0.2857142857142857,0,0.1693121693121693,0.03174603174603174,0.4021164021164021,0.02645502645502645,0.2275132275132275,0.14285714285714285,0,0,0.03703703703703703,0.1693121693121693,0.2328042328042328,0.20105820105820105,0.2222222222222222,0.12169312169312169,0.01587301587301587,0.8412698412698413,0.12169312169312169,0,0.03174603174603174,0.08465608465608465,0.7301587301587301,0.164021164021164,0.02116402116402116,0,0,0,0,0.21693121693121692,0.09523809523809525,0.31746031746031744,0.7777777777777778,0.03703703703703703,0.01587301587301587,0,0,0,0.07407407407407407,0.03174603174603174,0.01587301587301587,0.01587301587301587,0.01058201058201058,0,0.00529100529100529,0.04761904761904761,0.00529100529100529,0.14814814814814814,0.01587301587301587,0.01587301587301587,0.00529100529100529,0.06349206349206349,0.00529100529100529,0.03174603174603174,0.00529100529100529,0.02645502645502645,0,0.3968253968253968,0.01058201058201058,0.00529100529100529,0,0,0,0.00529100529100529,0,0.00529100529100529,0.01587301587301587,0.00529100529100529,0.00529100529100529,0,0.00529100529100529,0.00529100529100529,0,0,0,0,0,189,All occupations,Sum all sectors,Both sexes,All employees,41330,38000,30550,48570,51444,38386,40640,37510,29880,48060,51444,38386,260,0,0,0,51444,38386,430,0,0,0,51444,38386,180,0,0,0,51444,38386,42.5,43,31,53,51444,38386,27.8,37.5,18.4,37.5,51444,38386
M,"Professional, scientific and technical activities",2017,44.43840579710145,291.0689683765942,0.6068840579710145,0.391304347826087,0,0.05072463768115942,0.03260869565217391,0.19202898550724637,0.04891304347826087,0.30434782608695654,0.32971014492753625,0.04166666666666666,0,0.00905797101449275,0.14855072463768115,0.2644927536231884,0.22282608695652173,0.2355072463768116,0.10869565217391304,0.0108695652173913,0.9311594202898552,0.00181159420289855,0,0.06702898550724638,0.09963768115942027,0.7916666666666666,0.09782608695652174,0.0108695652173913,0,0,0,0,0.2010869565217391,0.06702898550724638,0.5181159420289855,0.8659420289855072,0.0217391304347826,0.00543478260869565,0,0,0,0.01630434782608695,0.03804347826086957,0.03260869565217391,0.00181159420289855,0.21014492753623187,0.01268115942028985,0.01268115942028985,0.1721014492753623,0.02355072463768116,0.06884057971014493,0.1177536231884058,0.0144927536231884,0.1503623188405797,0.01992753623188405,0.0072463768115942,0.0217391304347826,0.0144927536231884,0.01630434782608695,0,0.00181159420289855,0.0108695652173913,0,0,0.00181159420289855,0.00181159420289855,0.00543478260869565,0.00181159420289855,0.00543478260869565,0.0072463768115942,0.00181159420289855,0.00181159420289855,0,0,0.00181159420289855,0,0.00181159420289855,0,0,0,552,All occupations,Sum all sectors,Both sexes,All employees,55290,50000,40270,64820,134258,118665,53370,49200,39980,62890,134258,118665,330,0,0,0,134258,118665,1590,0,0,0,134258,118665,990,0,0,0,134258,118665,42.7,42,33,52,134258,118665,33.4,37.5,37.5,37.5,134258,118665
O,Public administration and defence; compulsory social security,2017,46.675384615384615,281.80550571646154,0.4969230769230769,0.823076923076923,0,0.06,0.05538461538461538,0.20615384615384616,0.0523076923076923,0.3984615384615385,0.22153846153846157,0.00615384615384615,0,0.01384615384615384,0.0953846153846154,0.20153846153846153,0.2630769230769231,0.3076923076923077,0.11384615384615385,0.00461538461538461,0.0123076923076923,0.3153846153846154,0.04153846153846154,0.6307692307692307,0.14,0.8523076923076923,0.00461538461538461,0.00153846153846153,0,0.00153846153846153,0,0,0.00153846153846153,0,0.00153846153846153,0.9492307692307692,0.04153846153846154,0.00307692307692307,0.03692307692307692,0.01692307692307692,0.00923076923076923,0.01384615384615384,0.0953846153846154,0.02153846153846153,0,0.05076923076923077,0.01384615384615384,0.00769230769230769,0.24769230769230768,0.01846153846153846,0.0953846153846154,0.02307692307692307,0.00615384615384615,0.14615384615384616,0.00307692307692307,0.01538461538461538,0.03384615384615384,0.01076923076923076,0.02461538461538461,0.00153846153846153,0.00923076923076923,0,0.00461538461538461,0.056923076923076923,0.00153846153846153,0,0.00307692307692307,0.00923076923076923,0.00307692307692307,0,0,0.00153846153846153,0,0.00461538461538461,0.00769230769230769,0,0.00153846153846153,0.00153846153846153,0,0,650,All occupations,Sum all sectors,Both sexes,All employees,48150,45270,38810,54070,173409,151951,46180,43330,37270,51950,173409,151951,1950,0,0,720,173409,151951,10,0,0,0,173409,151951,960,0,0,810,173409,151951,45,46,36,54,173409,151951,32.8,37.5,37.5,37.5,173409,151951
L,Real estate activities,2017,45.05194805194805,288.2572942142857,0.5844155844155844,0.3246753246753247,0,0.03896103896103896,0.09090909090909093,0.4025974025974026,0.02597402597402597,0.33766233766233766,0.1038961038961039,0,0,0.01298701298701298,0.16883116883116883,0.1948051948051948,0.2597402597402597,0.24675324675324675,0.09090909090909093,0.02597402597402597,0.987012987012987,0.01298701298701298,0,0,0.07792207792207792,0.8571428571428571,0.06493506493506493,0,0,0,0,0,0.16883116883116883,0.07792207792207792,0.6363636363636364,0.8961038961038961,0.03896103896103896,0,0,0,0,0.05194805194805195,0.05194805194805195,0.02597402597402597,0,0.02597402597402597,0,0,0.07792207792207792,0.01298701298701298,0,0.02597402597402597,0.01298701298701298,0.4675324675324675,0.01298701298701298,0,0.03896103896103896,0,0.03896103896103896,0,0.06493506493506493,0.01298701298701298,0,0,0,0,0.01298701298701298,0.01298701298701298,0,0,0,0,0,0.01298701298701298,0.03896103896103896,0,0,0,0,0,77,All occupations,Sum all sectors,Both sexes,All employees,53260,42620,33410,60000,27678,21043,49500,41670,32970,57070,27678,21043,890,0,0,0,27678,21043,2860,0,0,0,27678,21043,170,0,0,0,27678,21043,44.6,45,34,55,27678,21043,28.5,37.5,18.8,37.5,27678,21043
H,Transportation and storage,2017,44.52676659528908,287.48409799653103,0.8008565310492506,0.5160599571734475,0.00428265524625267,0.2569593147751606,0.0728051391862955,0.40471092077087795,0.08565310492505353,0.1349036402569593,0.03640256959314775,0.00214132762312633,0.00214132762312633,0.02141327623126338,0.1777301927194861,0.18843683083511775,0.22483940042826553,0.2740899357601713,0.10492505353319058,0.00856531049250535,0.9550321199143468,0.00642398286937901,0,0.03640256959314775,0.12419700214132762,0.815845824411135,0.05139186295503212,0.00856531049250535,0,0,0,0,0.5353319057815846,0.04925053533190578,0.25481798715203424,0.8843683083511777,0.05353319057815846,0.00856531049250535,0,0,0,0.00428265524625267,0.00856531049250535,0.06209850107066381,0.00214132762312633,0.00428265524625267,0,0.00214132762312633,0.02141327623126338,0.00856531049250535,0.00214132762312633,0.10706638115631692,0.00214132762312633,0.05995717344753747,0,0,0.01498929336188436,0.04068522483940043,0.06852248394004283,0.04925053533190578,0.0449678800856531,0.00428265524625267,0,0.01927194860813704,0,0,0,0.0171306209850107,0,0.00428265524625267,0,0.00642398286937901,0,0.39828693790149894,0.00642398286937901,0,0.01284796573875803,0.00214132762312633,0,0.0171306209850107,467,All occupations,Sum all sectors,Both sexes,All employees,44210,38010,33180,48950,136724,117794,41670,35720,31730,46080,136724,117794,1840,0,0,1960,136724,117794,700,0,0,0,136724,117794,1270,0,0,980,136724,117794,44.1,45,33,54,136724,117794,32.1,37.5,33.8,37.5,136724,117794
00.0,Unspecified or unidentifiable industry,2017,35.18181818181818,399.2259825736364,0.8181818181818182,0.09090909090909093,0,0.3636363636363637,0,0.3636363636363637,0.09090909090909093,0.18181818181818185,0,0,0,0.2727272727272727,0.09090909090909093,0.2727272727272727,0.18181818181818185,0.09090909090909093,0.09090909090909093,0,0.5454545454545454,0,0.09090909090909093,0,0,0.7272727272727273,0.2727272727272727,0,0,0,0,0,0.09090909090909093,0.09090909090909093,0.2727272727272727,0.09090909090909093,0.18181818181818185,0.4545454545454546,0,0,0,0,0,0,0.09090909090909093,0.09090909090909093,0,0,0.09090909090909093,0,0.09090909090909093,0,0,0,0,0,0,0,0,0,0.09090909090909093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909093,0,0,0,0,0,11,All occupations,Sum all sectors,Both sexes,All employees,50120,38500,30000,60000,901,510,49230,38470,29870,56830,901,510,60,0,0,0,901,510,830,0,0,0,901,510,70,0,0,0,901,510,43.6,43,32,54,901,510,21.3,19.1,5.3,37.5,901,510
E,"Water supply; sewerage, waste management and remediation activities",2017,43.77272727272727,291.52320815386366,0.8863636363636364,0.6590909090909091,0,0.3181818181818182,0.06818181818181818,0.3863636363636363,0.04545454545454545,0.11363636363636365,0.06818181818181818,0,0,0.02272727272727272,0.1590909090909091,0.20454545454545456,0.3181818181818182,0.1590909090909091,0.13636363636363635,0,0.4545454545454546,0.5454545454545454,0,0,0.1590909090909091,0.8409090909090909,0,0,0,0,0,0,0.2727272727272727,0.04545454545454545,0.09090909090909093,0.9545454545454546,0.04545454545454545,0.02272727272727272,0,0,0,0,0.04545454545454545,0,0,0.02272727272727272,0,0,0.04545454545454545,0.04545454545454545,0,0.11363636363636365,0,0.04545454545454545,0,0,0,0,0.02272727272727272,0,0.02272727272727272,0,0,0,0,0,0.06818181818181818,0.02272727272727272,0,0,0,0.02272727272727272,0,0.1590909090909091,0,0,0,0,0,0.3409090909090909,44,All occupations,Sum all sectors,Both sexes,All employees,42110,38220,33510,46700,16054,14353,41090,37480,33130,45720,16054,14353,510,0,0,200,16054,14353,520,0,0,0,16054,14353,1960,350,0,2680,16054,14353,44.5,45,35,54,16054,14353,33.5,37.5,37.5,37.5,16054,14353
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2017,39.47546531302877,301.47371077824874,0.5558375634517766,0.25888324873096447,0.00253807106598984,0.2529610829103215,0.07445008460236886,0.4094754653130287,0.03976311336717428,0.1793570219966159,0.03807106598984772,8.460236886632825e-4,0.00253807106598984,0.07021996615905245,0.26057529610829105,0.19035532994923857,0.22842639593908629,0.1844331641285956,0.06345177664974619,0.00253807106598984,0.9923857868020304,0,0,8.460236886632825e-4,0.11505922165820642,0.8477157360406091,0.03637901861252115,8.460236886632825e-4,0,0,0,0,0.3976311336717428,0.06598984771573604,0.434010152284264,0.9137055837563453,0.04653130287648054,0,0,0,0,0.00423011844331641,0.02538071065989847,0.01099830795262267,0.1209813874788494,0.00507614213197969,0.0143824027072758,8.460236886632825e-4,0.01861252115059221,0.01269035532994923,0.00507614213197969,0.02622673434856176,0.02707275803722504,0.10406091370558376,8.460236886632825e-4,0.00676818950930626,0.01861252115059221,0.01353637901861252,0.0583756345177665,0,0.00592216582064297,0.39086294416243655,0,0,0,8.460236886632825e-4,0.00592216582064297,0.07529610829103214,8.460236886632825e-4,0.00423011844331641,0.00761421319796954,0.00253807106598984,0.00169204737732656,0.01099830795262267,0.0143824027072758,8.460236886632825e-4,0.00253807106598984,8.460236886632825e-4,0,8.460236886632825e-4,1182,All occupations,Sum all sectors,Both sexes,All employees,40170,35540,30460,45000,366424,269344,38030,34410,29600,42550,366424,269344,560,0,0,210,366424,269344,1580,0,0,460,366424,269344,480,0,0,200,366424,269344,39.5,39,28,50,366424,269344,27.5,37.5,15,37.5,366424,269344
