date,year,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,name
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricated metal products, except machinery and equipment"
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricated metal products, except machinery and equipment"
2008-12-31,2008,46035,29134,16901,12276,6,87,1606,3100,52793,34062,18976,11.2,22.5,-5.6,5.3,1.3,13,"Fabricated metal products, except machinery and equipment"
2009-12-31,2009,44774,28446,16328,12115,7,88,1705,2589,52114,33773,18588,-1.3,-0.8,-2,-1.5,-1.5,-1.4,"Fabricated metal products, except machinery and equipment"
2010-12-31,2010,42998,27024,15974,11628,7,110,1721,2728,49197,31631,17789,-5.6,-6.3,-4.3,1.7,1.4,2.2,"Fabricated metal products, except machinery and equipment"
2011-12-31,2011,44956,27628,17328,12392,7,103,1772,3260,49519,31445,18279,0.7,-0.6,2.8,3.9,2.8,5.6,"Fabricated metal products, except machinery and equipment"
2012-12-31,2012,47793,28085,19708,13631,7,110,1945,4235,50416,31346,19230,1.8,-0.3,5.2,4.4,2,8.1,"Fabricated metal products, except machinery and equipment"
2013-12-31,2013,47260,27650,19610,14424,8,124,2080,3222,48800,30021,18894,-3.2,-4.2,-1.8,2.2,2.8,1.3,"Fabricated metal products, except machinery and equipment"
2014-12-31,2014,47681,28113,19568,14891,8,137,2202,2604,49279,29333,19952,1,-2.3,5.6,-0.1,4.1,-5.5,"Fabricated metal products, except machinery and equipment"
2015-12-31,2015,44184,26091,18093,14509,19,167,2414,1318,44184,26091,18093,-10.3,-11.1,-9.3,3.4,4.3,2,"Fabricated metal products, except machinery and equipment"
2016-12-31,2016,42705,25807,16898,13740,20,131,2453,816,42589,25660,16929,-3.6,-1.7,-6.4,0.3,0.6,-0.2,"Fabricated metal products, except machinery and equipment"
2017-12-31,2017,42088,25277,16811,13443,21,132,2534,945,41738,24201,17544,-2,-5.7,3.6,0.6,3.8,-4,"Fabricated metal products, except machinery and equipment"
2018-12-31,2018,44574,27009,17565,14124,21,136,2591,965,42954,24254,18766,2.9,0.2,7,2.9,6.6,-2.3,"Fabricated metal products, except machinery and equipment"
2019-12-31,2019,49992,29973,20019,15571,22,204,2687,1943,46948,26275,20789,9.3,8.3,10.8,2.6,2.4,2.9,"Fabricated metal products, except machinery and equipment"
2020-12-31,2020,48157,27146,21011,15425,22,280,2868,2976,43986,23388,20934,-6.3,-11,0.7,2.8,1.8,4.2,"Fabricated metal products, except machinery and equipment"
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricated metal products, except machinery and equipment"
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricated metal products, except machinery and equipment"
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2008-12-31,2008,25532,15489,10043,6114,0,119,2460,1588,23240,13993,9410,4.9,11.3,-4.1,-0.5,-2.7,3,"Manufacture of computer, electronic and optical products"
2009-12-31,2009,22313,12992,9321,6265,0,136,2504,688,23461,12818,10856,1,-8.4,15.4,-13.4,-8.4,-19.5,"Manufacture of computer, electronic and optical products"
2010-12-31,2010,22398,13070,9328,6116,0,145,2566,791,24514,14587,9933,4.5,13.8,-8.5,-3.9,-11.6,9.4,"Manufacture of computer, electronic and optical products"
2011-12-31,2011,22156,12888,9268,6372,0,140,2569,467,24127,14038,10081,-1.6,-3.8,1.5,0.5,2.5,-2.1,"Manufacture of computer, electronic and optical products"
2012-12-31,2012,21972,12340,9632,6307,0,129,2569,885,23489,13272,10209,-2.6,-5.5,1.3,1.9,1.3,2.6,"Manufacture of computer, electronic and optical products"
2013-12-31,2013,22679,12658,10021,6554,0,149,2515,1101,24169,13532,10627,2.9,2,4.1,0.3,0.6,-0.1,"Manufacture of computer, electronic and optical products"
2014-12-31,2014,24668,13961,10707,6849,1,179,2485,1551,25774,14849,10918,6.6,9.7,2.7,2,0.5,4,"Manufacture of computer, electronic and optical products"
2015-12-31,2015,25839,15072,10767,6781,8,207,2486,1699,25839,15072,10767,0.3,1.5,-1.4,4.5,6.4,2,"Manufacture of computer, electronic and optical products"
2016-12-31,2016,23305,13730,9575,6758,8,186,2504,491,22885,13227,9658,-11.4,-12.2,-10.3,1.8,3.8,-0.9,"Manufacture of computer, electronic and optical products"
2017-12-31,2017,22369,13291,9078,6420,10,193,2505,336,22116,12722,9397,-3.4,-3.8,-2.7,-0.7,0.6,-2.6,"Manufacture of computer, electronic and optical products"
2018-12-31,2018,24384,14041,10343,6376,10,233,2545,1645,22621,13663,8908,2.3,7.4,-5.2,6.6,-1.6,20.2,"Manufacture of computer, electronic and optical products"
2019-12-31,2019,27214,16348,10866,7331,11,181,2647,1058,24829,15818,9051,9.8,15.8,1.6,1.7,0.6,3.4,"Manufacture of computer, electronic and optical products"
2020-12-31,2020,29230,17043,12187,7737,13,225,2892,1770,26690,16324,10314,7.5,3.2,14,-0.1,1,-1.6,"Manufacture of computer, electronic and optical products"
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of computer, electronic and optical products"
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2008-12-31,2008,21806,14783,7023,4891,1,155,1024,1262,22316,16150,6527,3.5,2.1,6.3,3.3,4.6,0.8,Manufacture of electrical equipment
2009-12-31,2009,18315,11597,6718,4943,1,178,1016,936,20152,13406,6897,-9.7,-17,5.7,-7,-5.5,-9.5,Manufacture of electrical equipment
2010-12-31,2010,17653,10559,7094,4830,1,170,1023,1410,19185,11903,7329,-4.8,-11.2,6.3,1.2,2.5,-0.6,Manufacture of electrical equipment
2011-12-31,2011,18685,11515,7170,5137,1,175,1040,1167,19472,11825,7673,1.5,-0.7,4.7,4.3,9.8,-3.5,Manufacture of electrical equipment
2012-12-31,2012,20670,13124,7546,5662,1,182,1089,976,21427,13884,7535,10,17.4,-1.8,0.5,-2.9,7.2,Manufacture of electrical equipment
2013-12-31,2013,22266,13881,8385,5882,1,192,1123,1571,22798,14708,8078,6.4,5.9,7.2,1.2,-0.2,3.6,Manufacture of electrical equipment
2014-12-31,2014,22978,14314,8664,6360,1,220,1145,1378,23429,14880,8516,2.8,1.2,5.4,0.4,1.9,-2,Manufacture of electrical equipment
2015-12-31,2015,21714,14356,7358,6171,7,245,1151,274,21714,14356,7358,-7.3,-3.5,-13.6,2,4,-1.7,Manufacture of electrical equipment
2016-12-31,2016,20782,13266,7516,5915,8,281,1146,728,20659,12837,7822,-4.9,-10.6,6.3,0.6,3.3,-3.9,Manufacture of electrical equipment
2017-12-31,2017,23463,15539,7924,5928,10,300,1128,1158,22651,14527,8091,9.6,13.2,3.4,3,3.5,1.9,Manufacture of electrical equipment
2018-12-31,2018,20003,12891,7112,6002,10,348,1178,270,19392,11715,7714,-14.4,-19.4,-4.7,-0.4,2.9,-5.9,Manufacture of electrical equipment
2019-12-31,2019,22979,15572,7407,6064,11,323,1213,442,22179,13916,8206,14.4,18.8,6.4,0.4,1.7,-2.1,Manufacture of electrical equipment
2020-12-31,2020,23347,15733,7614,5930,12,433,1361,744,22760,13633,9223,2.6,-2,12.4,-1,3.1,-8.5,Manufacture of electrical equipment
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of electrical equipment
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2008-12-31,2008,73728,50618,23110,11348,6,257,1651,10362,86395,60256,26438,16.2,10.7,29.5,6.5,8.5,2.3,Manufacture of machinery and equipment n.e.c.
2009-12-31,2009,79131,54306,24825,12373,6,307,1831,10922,87632,63251,24766,1.4,5,-6.3,5.8,2.2,14.7,Manufacture of machinery and equipment n.e.c.
2010-12-31,2010,67404,44960,22444,11702,6,340,1910,9166,74965,52108,22900,-14.5,-17.6,-7.5,-0.4,0.5,-2.2,Manufacture of machinery and equipment n.e.c.
2011-12-31,2011,62960,39007,23953,12130,6,314,1963,10168,68374,43669,24282,-8.8,-16.2,6,2.4,3.5,0.6,Manufacture of machinery and equipment n.e.c.
2012-12-31,2012,75820,50188,25632,14162,7,330,2083,9710,80166,54357,25611,17.2,24.5,5.5,2.7,3.4,1.5,Manufacture of machinery and equipment n.e.c.
2013-12-31,2013,87990,62010,25980,15724,6,342,2214,8378,91663,64503,27117,14.3,18.7,5.9,1.5,4.1,-4.3,Manufacture of machinery and equipment n.e.c.
2014-12-31,2014,98980,70192,28788,17345,7,386,2650,9172,100969,70824,30098,10.2,9.8,11,2.1,3.1,-0.2,Manufacture of machinery and equipment n.e.c.
2015-12-31,2015,84819,58395,26424,17726,17,428,2979,6130,84819,58395,26424,-16,-17.5,-12.2,2,0.9,4.6,Manufacture of machinery and equipment n.e.c.
2016-12-31,2016,53125,35256,17869,15469,18,427,2750,59,52513,34181,18332,-38.1,-41.5,-30.6,1.2,3.1,-2.5,Manufacture of machinery and equipment n.e.c.
