date,year,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,name
2020-12-31,2020,21450,15370,6080,8711,94,366,2257,-4616,19888,13763,5950,-36.8,-22.8,-56.3,-0.9,-0.3,-2.3,Accommodation
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2008-12-31,2008,37860,19422,18438,12778,41,218,1244,4593,48159,22271,26347,2.9,3.3,2.5,5,5.5,4.5,Food and beverage service activities
2009-12-31,2009,39246,19870,19376,13079,43,257,1188,5323,47693,22771,25201,-1,2.2,-4.3,4.7,0.1,9.9,Food and beverage service activities
2010-12-31,2010,40847,20933,19914,13786,47,280,1170,5191,47974,23889,24232,0.6,4.9,-3.8,3.5,0.4,6.9,Food and beverage service activities
2011-12-31,2011,43647,22604,21043,14545,50,278,1160,5566,49527,25188,24456,3.2,5.4,0.9,3.5,2.4,4.7,Food and beverage service activities
2012-12-31,2012,46226,23596,22630,15179,53,293,1166,6525,50497,26744,23826,2,6.2,-2.6,3.9,-1.7,10.4,Food and beverage service activities
2013-12-31,2013,49143,24813,24330,16443,57,300,1168,6962,51952,27006,24986,2.9,1,4.9,3.3,4.1,2.5,Food and beverage service activities
2014-12-31,2014,51371,25791,25580,17610,63,314,1252,6969,52806,26887,25928,1.6,-0.4,3.8,2.8,4.4,1.3,Food and beverage service activities
2015-12-31,2015,54973,27658,27315,18596,28,335,1369,7657,54973,27658,27315,4.1,2.9,5.3,2.8,4.2,1.4,Food and beverage service activities
2016-12-31,2016,58172,29198,28974,19613,32,362,1425,8266,56291,28286,28005,2.4,2.3,2.5,3.3,3.2,3.5,Food and beverage service activities
2017-12-31,2017,61193,30544,30649,20718,37,393,1536,8751,57281,28893,28388,1.8,2.1,1.4,3.4,2.4,4.4,Food and beverage service activities
2018-12-31,2018,62904,31417,31487,22329,38,414,1670,7864,57169,28594,28570,-0.2,-1,0.6,3,3.9,2.1,Food and beverage service activities
2019-12-31,2019,66910,33248,33662,24107,40,434,1723,8226,58886,29465,29416,3,3,3,3.3,2.7,3.8,Food and beverage service activities
2020-12-31,2020,53181,28535,24646,20288,41,635,1751,3201,45395,25052,20372,-22.9,-15,-30.7,3.1,0.9,5.7,Food and beverage service activities
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2008-12-31,2008,44108,23403,20705,15261,3,509,2824,3126,51880,26795,25012,-2.6,0,-5.3,4.3,4.9,3.6,Publishing activities
2009-12-31,2009,42734,21271,21463,15004,3,559,3059,3956,48652,23722,24940,-6.2,-11.5,-0.3,3.3,2.7,4,Publishing activities
2010-12-31,2010,43237,20983,22254,14627,3,593,3033,5184,48858,23208,25686,0.4,-2.2,3,0.8,0.8,0.7,Publishing activities
2011-12-31,2011,43011,21139,21872,15139,3,587,3196,4121,47148,22702,24467,-3.5,-2.2,-4.7,3.1,3,3.2,Publishing activities
2012-12-31,2012,43427,21673,21754,15389,4,601,3255,3707,46593,23060,23527,-1.2,1.6,-3.8,2.2,0.9,3.4,Publishing activities
2013-12-31,2013,44190,21516,22674,15684,3,650,3227,4410,46158,22594,23563,-0.9,-2,0.2,2.7,1.3,4.1,Publishing activities
2014-12-31,2014,44929,22248,22681,16228,3,675,3378,3747,45753,22703,23052,-0.9,0.5,-2.2,2.6,2.9,2.2,Publishing activities
2015-12-31,2015,44762,21805,22957,16115,10,740,3509,4063,44762,21805,22957,-2.2,-4,-0.4,1.8,2,1.6,Publishing activities
2016-12-31,2016,42552,20644,21908,15878,11,822,3620,3221,41963,20376,21587,-6.3,-6.6,-6,1.4,1.3,1.5,Publishing activities
2017-12-31,2017,43412,21227,22185,16013,12,867,3386,3641,41883,20477,21407,-0.2,0.5,-0.8,2.2,2.3,2.1,Publishing activities
2018-12-31,2018,43607,21056,22551,15949,12,851,4203,3238,41203,19799,21404,-1.6,-3.3,0,2.1,2.6,1.7,Publishing activities
2019-12-31,2019,45092,21824,23268,16857,13,870,4599,2669,41131,19859,21272,-0.2,0.3,-0.6,3.6,3.3,3.8,Publishing activities
2020-12-31,2020,46105,22097,24008,17319,14,1119,5037,2757,41179,19786,21393,0.1,-0.4,0.6,2.1,1.6,2.6,Publishing activities
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2008-12-31,2008,7309,4179,3130,1353,3,587,765,1596,8641,4866,3838,4.9,0.5,12.3,10.6,5,19.1,"Motion picture, video and television programme production, sound recording and music publishing activities"
2009-12-31,2009,7112,4592,2520,1433,3,547,1154,477,8286,5361,2949,-4.1,10.2,-23.2,1.5,-0.3,4.8,"Motion picture, video and television programme production, sound recording and music publishing activities"
2010-12-31,2010,7653,4814,2839,1464,3,615,1014,973,8838,5617,3247,6.7,4.8,10.1,0.9,0.1,2.3,"Motion picture, video and television programme production, sound recording and music publishing activities"
2011-12-31,2011,8003,5151,2852,1652,3,639,1068,768,8878,5822,3085,0.4,3.7,-5,4.1,3.2,5.7,"Motion picture, video and television programme production, sound recording and music publishing activities"
2012-12-31,2012,7976,4888,3088,1700,3,671,1079,977,9055,5390,3671,2,-7.4,19,-2.3,2.5,-9,"Motion picture, video and television programme production, sound recording and music publishing activities"
2013-12-31,2013,8394,5182,3212,1904,3,661,1074,892,9005,5523,3476,-0.6,2.5,-5.3,5.8,3.5,9.8,"Motion picture, video and television programme production, sound recording and music publishing activities"
2014-12-31,2014,8660,5331,3329,2025,4,575,1109,766,8956,5448,3502,-0.5,-1.4,0.7,3.7,4.3,2.9,"Motion picture, video and television programme production, sound recording and music publishing activities"
2015-12-31,2015,9414,5534,3880,2327,8,608,1225,928,9414,5534,3880,5.1,1.6,10.8,3.4,2.2,5.2,"Motion picture, video and television programme production, sound recording and music publishing activities"
2016-12-31,2016,10413,6180,4233,2566,9,679,1246,1091,9883,5983,3900,5,8.1,0.5,5.4,3.3,8.5,"Motion picture, video and television programme production, sound recording and music publishing activities"
2017-12-31,2017,10969,6517,4452,2679,9,659,934,1489,10366,6185,4176,4.9,3.4,7.1,0.4,2,-1.8,"Motion picture, video and television programme production, sound recording and music publishing activities"
2018-12-31,2018,10570,6131,4439,2850,9,697,1381,896,9737,5669,4062,-6.1,-8.3,-2.7,2.6,2.6,2.5,"Motion picture, video and television programme production, sound recording and music publishing activities"
2019-12-31,2019,11475,6870,4605,3005,10,727,1539,778,10173,6154,4016,4.5,8.5,-1.1,3.9,3.2,4.9,"Motion picture, video and television programme production, sound recording and music publishing activities"
2020-12-31,2020,11171,6799,4372,3017,10,813,1609,549,9360,5881,3482,-8,-4.4,-13.3,5.8,3.5,9.5,"Motion picture, video and television programme production, sound recording and music publishing activities"
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
