date,year,quarter,shortname,number_of_employees,number_of_jobs_employments,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,index_of_average_monthly_basic_earnings,index_of_average_monthly_earnings,code_indus,parentcode_indus,consumption_group,month,consumer_price_index_2015_100,monthly_change_per_cent,x12_month_rate_per_cent,consumer_price_index_weights,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,industry
2022-12-31,2022,4,Accommodation,30499,36183,36400,37450,123.3,122.4,55,I,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2016-03-31,2016,1,Food and beverage service activities,59843,69167,28240,29030,100,100,56,I,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2016-06-30,2016,2,Food and beverage service activities,63155,73786,28070,28790,99.4,99.2,56,I,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2016-09-30,2016,3,Food and beverage service activities,67602,78829,27950,28410,99,97.9,56,I,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2016-12-31,2016,4,Food and beverage service activities,64413,74980,28340,28810,100.4,99.2,56,I,All-item index,12,104.4,-0.5,3.5,1000,58172,29198,28974,19613,32,362,1425,8266,56291,28286,28005,2.4,2.3,2.5,3.3,3.2,3.5,Food and beverage service activities
2017-03-31,2017,1,Food and beverage service activities,62992,72499,28370,29010,100.5,99.9,56,I,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2017-06-30,2017,2,Food and beverage service activities,67196,78252,28460,29390,100.8,101.2,56,I,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2017-09-30,2017,3,Food and beverage service activities,71756,83814,28310,28740,100.2,99,56,I,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2017-12-31,2017,4,Food and beverage service activities,67973,79278,28880,29330,102.3,101,56,I,All-item index,12,106.1,0,1.6,1000,61193,30544,30649,20718,37,393,1536,8751,57281,28893,28388,1.8,2.1,1.4,3.4,2.4,4.4,Food and beverage service activities
2018-03-31,2018,1,Food and beverage service activities,65757,75997,29340,30080,103.9,103.6,56,I,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2018-06-30,2018,2,Food and beverage service activities,69125,80705,29460,30320,104.3,104.4,56,I,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2018-09-30,2018,3,Food and beverage service activities,73550,85887,29510,29940,104.5,103.1,56,I,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2018-12-31,2018,4,Food and beverage service activities,69399,81211,30200,30680,106.9,105.7,56,I,All-item index,12,109.8,0,3.5,1000,62904,31417,31487,22329,38,414,1670,7864,57169,28594,28570,-0.2,-1,0.6,3,3.9,2.1,Food and beverage service activities
2019-03-31,2019,1,Food and beverage service activities,67838,78220,30550,31260,108.2,107.7,56,I,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2019-06-30,2019,2,Food and beverage service activities,71406,83635,30710,31890,108.7,109.9,56,I,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2019-09-30,2019,3,Food and beverage service activities,75609,89282,30770,31340,109,108,56,I,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2019-12-31,2019,4,Food and beverage service activities,71325,83864,31370,31910,111.1,109.9,56,I,All-item index,12,111.3,-0.3,1.4,1000,66910,33248,33662,24107,40,434,1723,8226,58886,29465,29416,3,3,3,3.3,2.7,3.8,Food and beverage service activities
2020-03-31,2020,1,Food and beverage service activities,70085,81947,31520,32340,111.6,111.4,56,I,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2020-06-30,2020,2,Food and beverage service activities,58732,67497,32390,33470,114.7,115.3,56,I,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2020-09-30,2020,3,Food and beverage service activities,66376,77515,31250,31780,110.7,109.5,56,I,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2020-12-31,2020,4,Food and beverage service activities,61234,70874,32010,32480,113.3,111.9,56,I,All-item index,12,112.9,0.4,1.4,1000,53181,28535,24646,20288,41,635,1751,3201,45395,25052,20372,-22.9,-15,-30.7,3.1,0.9,5.7,Food and beverage service activities
2021-03-31,2021,1,Food and beverage service activities,49099,54951,32610,33510,115.5,115.4,56,I,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2021-06-30,2021,2,Food and beverage service activities,48675,55094,32800,33840,116.1,116.6,56,I,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2021-09-30,2021,3,Food and beverage service activities,70282,84959,32440,33090,114.9,114,56,I,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2021-12-31,2021,4,Food and beverage service activities,71328,86243,33320,34170,118,117.7,56,I,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2022-03-31,2022,1,Food and beverage service activities,67810,79725,33610,34460,119,118.7,56,I,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2022-06-30,2022,2,Food and beverage service activities,76579,92856,33780,35100,119.6,120.9,56,I,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2022-09-30,2022,3,Food and beverage service activities,82400,100149,33880,34520,120,118.9,56,I,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2022-12-31,2022,4,Food and beverage service activities,77107,93083,34860,35610,123.4,122.7,56,I,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food and beverage service activities
2016-03-31,2016,1,Publishing activities,19776,20460,51120,56630,100,100,58,J,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2016-06-30,2016,2,Publishing activities,19202,19923,51270,53920,100.3,95.2,58,J,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2016-09-30,2016,3,Publishing activities,19354,20006,51400,52830,100.5,93.3,58,J,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2016-12-31,2016,4,Publishing activities,19135,19851,52030,54130,101.8,95.6,58,J,All-item index,12,104.4,-0.5,3.5,1000,42552,20644,21908,15878,11,822,3620,3221,41963,20376,21587,-6.3,-6.6,-6,1.4,1.3,1.5,Publishing activities
2017-03-31,2017,1,Publishing activities,18997,19640,52560,58210,102.8,102.8,58,J,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2017-06-30,2017,2,Publishing activities,18787,19464,52860,54870,103.4,96.9,58,J,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2017-09-30,2017,3,Publishing activities,19093,19712,52780,54320,103.2,95.9,58,J,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2017-12-31,2017,4,Publishing activities,18757,19458,53710,55040,105.1,97.2,58,J,All-item index,12,106.1,0,1.6,1000,43412,21227,22185,16013,12,867,3386,3641,41883,20477,21407,-0.2,0.5,-0.8,2.2,2.3,2.1,Publishing activities
2018-03-31,2018,1,Publishing activities,18603,19319,53990,58610,105.6,103.5,58,J,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2018-06-30,2018,2,Publishing activities,18605,19349,54210,56330,106,99.5,58,J,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2018-09-30,2018,3,Publishing activities,18694,19365,54270,55990,106.2,98.9,58,J,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2018-12-31,2018,4,Publishing activities,18380,19162,55190,57460,108,101.5,58,J,All-item index,12,109.8,0,3.5,1000,43607,21056,22551,15949,12,851,4203,3238,41203,19799,21404,-1.6,-3.3,0,2.1,2.6,1.7,Publishing activities
2019-03-31,2019,1,Publishing activities,18962,19803,55610,64370,108.8,113.7,58,J,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2019-06-30,2019,2,Publishing activities,18857,19680,56250,58730,110,103.7,58,J,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2019-09-30,2019,3,Publishing activities,19152,19904,56440,58230,110.4,102.8,58,J,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2019-12-31,2019,4,Publishing activities,18976,19784,57470,59530,112.4,105.1,58,J,All-item index,12,111.3,-0.3,1.4,1000,45092,21824,23268,16857,13,870,4599,2669,41131,19859,21272,-0.2,0.3,-0.6,3.6,3.3,3.8,Publishing activities
2020-03-31,2020,1,Publishing activities,19014,19797,57860,66230,113.2,117,58,J,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2020-06-30,2020,2,Publishing activities,18818,19443,57580,60380,112.6,106.6,58,J,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2020-09-30,2020,3,Publishing activities,18898,19545,57780,59140,113,104.4,58,J,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2020-12-31,2020,4,Publishing activities,18640,19499,59050,60850,115.5,107.5,58,J,All-item index,12,112.9,0.4,1.4,1000,46105,22097,24008,17319,14,1119,5037,2757,41179,19786,21393,0.1,-0.4,0.6,2.1,1.6,2.6,Publishing activities
2021-03-31,2021,1,Publishing activities,18592,19323,59510,66030,116.4,116.6,58,J,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2021-06-30,2021,2,Publishing activities,18869,19662,59920,61970,117.2,109.4,58,J,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2021-09-30,2021,3,Publishing activities,19249,19979,60150,62210,117.7,109.9,58,J,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2021-12-31,2021,4,Publishing activities,19472,20300,61490,63520,120.3,112.2,58,J,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2022-03-31,2022,1,Publishing activities,19666,20427,61850,69840,121,123.3,58,J,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2022-06-30,2022,2,Publishing activities,19560,20448,62400,64980,122.1,114.7,58,J,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2022-09-30,2022,3,Publishing activities,19971,20696,62220,64020,121.7,113,58,J,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2022-12-31,2022,4,Publishing activities,19583,20473,63840,66540,124.9,117.5,58,J,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Publishing activities
2016-03-31,2016,1,"Motion picture, TV, music prod.",4713,5432,41510,43240,100,100,59,J,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2016-06-30,2016,2,"Motion picture, TV, music prod.",4994,5878,41410,43080,99.8,99.6,59,J,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2016-09-30,2016,3,"Motion picture, TV, music prod.",4642,5344,41230,42740,99.3,98.8,59,J,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2016-12-31,2016,4,"Motion picture, TV, music prod.",4954,5854,42410,43460,102.2,100.5,59,J,All-item index,12,104.4,-0.5,3.5,1000,10413,6180,4233,2566,9,679,1246,1091,9883,5983,3900,5,8.1,0.5,5.4,3.3,8.5,"Motion picture, video and television programme production, sound recording and music publishing activities"
2017-03-31,2017,1,"Motion picture, TV, music prod.",4714,5466,42680,43760,102.8,101.2,59,J,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2017-06-30,2017,2,"Motion picture, TV, music prod.",4981,5777,42460,44030,102.3,101.8,59,J,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2017-09-30,2017,3,"Motion picture, TV, music prod.",5054,5890,42610,43550,102.6,100.7,59,J,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2017-12-31,2017,4,"Motion picture, TV, music prod.",5259,6291,43510,44160,104.8,102.1,59,J,All-item index,12,106.1,0,1.6,1000,10969,6517,4452,2679,9,659,934,1489,10366,6185,4176,4.9,3.4,7.1,0.4,2,-1.8,"Motion picture, video and television programme production, sound recording and music publishing activities"
2018-03-31,2018,1,"Motion picture, TV, music prod.",5036,5851,43350,44750,104.4,103.5,59,J,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2018-06-30,2018,2,"Motion picture, TV, music prod.",5397,6400,43980,45620,106,105.5,59,J,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2018-09-30,2018,3,"Motion picture, TV, music prod.",5261,6274,43580,44340,105,102.5,59,J,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2018-12-31,2018,4,"Motion picture, TV, music prod.",5291,6342,44280,45140,106.7,104.4,59,J,All-item index,12,109.8,0,3.5,1000,10570,6131,4439,2850,9,697,1381,896,9737,5669,4062,-6.1,-8.3,-2.7,2.6,2.6,2.5,"Motion picture, video and television programme production, sound recording and music publishing activities"
2019-03-31,2019,1,"Motion picture, TV, music prod.",5221,6057,44690,45650,107.7,105.6,59,J,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2019-06-30,2019,2,"Motion picture, TV, music prod.",5452,6449,45050,46200,108.5,106.8,59,J,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2019-09-30,2019,3,"Motion picture, TV, music prod.",5550,6530,45240,46030,109,106.5,59,J,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2019-12-31,2019,4,"Motion picture, TV, music prod.",5387,6394,45710,46670,110.1,107.9,59,J,All-item index,12,111.3,-0.3,1.4,1000,11475,6870,4605,3005,10,727,1539,778,10173,6154,4016,4.5,8.5,-1.1,3.9,3.2,4.9,"Motion picture, video and television programme production, sound recording and music publishing activities"
2020-03-31,2020,1,"Motion picture, TV, music prod.",5353,6171,45840,47350,110.4,109.5,59,J,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2020-06-30,2020,2,"Motion picture, TV, music prod.",4997,5780,47940,49060,115.5,113.5,59,J,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2020-09-30,2020,3,"Motion picture, TV, music prod.",4986,5755,47610,48170,114.7,111.4,59,J,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2020-12-31,2020,4,"Motion picture, TV, music prod.",5408,6428,48390,49160,116.6,113.7,59,J,All-item index,12,112.9,0.4,1.4,1000,11171,6799,4372,3017,10,813,1609,549,9360,5881,3482,-8,-4.4,-13.3,5.8,3.5,9.5,"Motion picture, video and television programme production, sound recording and music publishing activities"
2021-03-31,2021,1,"Motion picture, TV, music prod.",4898,5650,49110,50450,118.3,116.7,59,J,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2021-06-30,2021,2,"Motion picture, TV, music prod.",5235,6099,49220,50910,118.6,117.7,59,J,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2021-09-30,2021,3,"Motion picture, TV, music prod.",5545,6539,49130,49580,118.4,114.7,59,J,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2021-12-31,2021,4,"Motion picture, TV, music prod.",6018,7308,49240,50280,118.6,116.3,59,J,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2022-03-31,2022,1,"Motion picture, TV, music prod.",5954,7012,49250,50170,118.6,116,59,J,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2022-06-30,2022,2,"Motion picture, TV, music prod.",6340,7539,49520,50390,119.3,116.5,59,J,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2022-09-30,2022,3,"Motion picture, TV, music prod.",5974,6944,50590,51300,121.9,118.6,59,J,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2022-12-31,2022,4,"Motion picture, TV, music prod.",5930,6997,51120,52030,123.2,120.3,59,J,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motion picture, video and television programme production, sound recording and music publishing activities"
2016-03-31,2016,1,"Programming, broadcasting activities",5471,5607,46970,48620,100,100,60,J,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2016-06-30,2016,2,"Programming, broadcasting activities",5593,5735,46790,49200,99.6,101.2,60,J,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2016-09-30,2016,3,"Programming, broadcasting activities",5597,5737,47740,49500,101.6,101.8,60,J,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2016-12-31,2016,4,"Programming, broadcasting activities",5591,5757,48130,49390,102.5,101.6,60,J,All-item index,12,104.4,-0.5,3.5,1000,12732,7065,5667,4479,14,13,774,413,12376,6897,5479,-2.1,0.7,-5.4,2.9,2.4,3.4,Programming and broadcasting activities
2017-03-31,2017,1,"Programming, broadcasting activities",5555,5706,48510,50470,103.3,103.8,60,J,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2017-06-30,2017,2,"Programming, broadcasting activities",5418,5564,48620,51060,103.5,105,60,J,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2017-09-30,2017,3,"Programming, broadcasting activities",5424,5570,49240,50830,104.8,104.5,60,J,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2017-12-31,2017,4,"Programming, broadcasting activities",5451,5626,49560,50760,105.5,104.4,60,J,All-item index,12,106.1,0,1.6,1000,13495,8017,5478,4461,55,18,829,151,12833,7672,5166,3.7,11.2,-5.7,2.2,2,2.5,Programming and broadcasting activities
2018-03-31,2018,1,"Programming, broadcasting activities",5624,5921,49760,52700,105.9,108.4,60,J,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2018-06-30,2018,2,"Programming, broadcasting activities",5750,6244,50020,53240,106.5,109.5,60,J,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2018-09-30,2018,3,"Programming, broadcasting activities",5567,5805,50550,52500,107.6,108,60,J,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2018-12-31,2018,4,"Programming, broadcasting activities",5952,6448,51420,53300,109.5,109.6,60,J,All-item index,12,109.8,0,3.5,1000,13727,8060,5667,4484,59,15,831,308,12894,7515,5381,0.5,-2,4.2,1.2,2.6,-0.7,Programming and broadcasting activities
2019-03-31,2019,1,"Programming, broadcasting activities",5713,5999,51760,53760,110.2,110.6,60,J,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2019-06-30,2019,2,"Programming, broadcasting activities",5785,6211,52250,55580,111.2,114.3,60,J,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
2019-09-30,2019,3,"Programming, broadcasting activities",5547,5794,53200,54930,113.3,113,60,J,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Programming and broadcasting activities
