date,year,quarter,shortname,number_of_employees,number_of_jobs_employments,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,index_of_average_monthly_basic_earnings,index_of_average_monthly_earnings,code_indus,parentcode_indus,consumption_group,month,consumer_price_index_2015_100,monthly_change_per_cent,x12_month_rate_per_cent,consumer_price_index_weights,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,industry
2017-12-31,2017,4,Furniture,4752,4847,37750,38210,104.2,102.1,31,C,All-item index,12,106.1,0,1.6,1000,8578,4839,3739,2476,8,68,522,801,8173,4694,3478,0.1,-0.5,0.8,1.8,1,2.8,Manufacture of furniture
2018-03-31,2018,1,Furniture,4730,4849,37820,39530,104.4,105.7,31,C,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2018-06-30,2018,2,Furniture,4702,4815,37910,39620,104.6,105.9,31,C,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2018-09-30,2018,3,Furniture,4708,4840,38020,38250,104.9,102.2,31,C,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2018-12-31,2018,4,Furniture,4714,4846,38860,39340,107.3,105.2,31,C,All-item index,12,109.8,0,3.5,1000,8844,5296,3548,2500,8,66,529,577,8182,4933,3258,0.1,5.1,-6.3,3,4.1,1.3,Manufacture of furniture
2019-03-31,2019,1,Furniture,4661,4791,39230,39760,108.3,106.3,31,C,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2019-06-30,2019,2,Furniture,4671,4792,39150,41410,108.1,110.7,31,C,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2019-09-30,2019,3,Furniture,4671,4802,39640,40160,109.4,107.4,31,C,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2019-12-31,2019,4,Furniture,4547,4675,40660,40970,112.2,109.5,31,C,All-item index,12,111.3,-0.3,1.4,1000,8977,5281,3696,2559,9,64,534,658,8076,4775,3309,-1.3,-3.2,1.6,2.8,3,2.6,Manufacture of furniture
2020-03-31,2020,1,Furniture,4528,4642,40870,41860,112.8,111.9,31,C,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2020-06-30,2020,2,Furniture,4386,4480,39180,40000,108.1,106.9,31,C,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2020-09-30,2020,3,Furniture,4364,4472,40710,44650,112.4,119.4,31,C,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2020-12-31,2020,4,Furniture,4571,4708,41270,41660,113.9,111.4,31,C,All-item index,12,112.9,0.4,1.4,1000,9485,5660,3825,2540,9,80,550,806,8301,5085,3225,2.8,6.5,-2.5,2.8,0.6,6.2,Manufacture of furniture
2021-03-31,2021,1,Furniture,4640,4755,40640,43990,112.2,117.6,31,C,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2021-06-30,2021,2,Furniture,4765,4890,41070,42650,113.4,114,31,C,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2021-09-30,2021,3,Furniture,4774,4912,41570,42050,114.7,112.4,31,C,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2021-12-31,2021,4,Furniture,4897,5024,41860,42400,115.5,113.3,31,C,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2022-03-31,2022,1,Furniture,4928,5044,42860,46060,118.3,123.1,31,C,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2022-06-30,2022,2,Furniture,4959,5082,42670,45130,117.8,120.6,31,C,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2022-09-30,2022,3,Furniture,4957,5097,43500,44140,120.1,118,31,C,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2022-12-31,2022,4,Furniture,4835,4964,44610,45050,123.1,120.4,31,C,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2016-03-31,2016,1,Other manufacturing,3148,3280,40690,41470,100,100,32,C,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2016-06-30,2016,2,Other manufacturing,3154,3289,40900,41390,100.5,99.8,32,C,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2016-09-30,2016,3,Other manufacturing,3248,3402,40990,41260,100.7,99.5,32,C,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2016-12-31,2016,4,Other manufacturing,3274,3413,41610,41980,102.3,101.2,32,C,All-item index,12,104.4,-0.5,3.5,1000,6002,3075,2927,1890,5,1,422,611,5908,3015,2893,5.8,-7.6,24.6,1.6,2,1.2,Other manufacturing
2017-03-31,2017,1,Other manufacturing,3206,3330,42070,44740,103.4,107.9,32,C,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2017-06-30,2017,2,Other manufacturing,3236,3377,42470,42790,104.4,103.2,32,C,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2017-09-30,2017,3,Other manufacturing,3393,3522,41910,42400,103,102.2,32,C,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2017-12-31,2017,4,Other manufacturing,3317,3463,42860,43200,105.3,104.2,32,C,All-item index,12,106.1,0,1.6,1000,6063,3360,2703,1994,5,1,413,292,5947,3229,2717,0.7,7.1,-6.1,0.3,2,-1.7,Other manufacturing
2018-03-31,2018,1,Other manufacturing,3249,3372,42860,44960,105.3,108.4,32,C,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2018-06-30,2018,2,Other manufacturing,3262,3387,43320,43910,106.5,105.9,32,C,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2018-09-30,2018,3,Other manufacturing,3433,3563,43150,43360,106,104.6,32,C,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2018-12-31,2018,4,Other manufacturing,3365,3507,44030,47980,108.2,115.7,32,C,All-item index,12,109.8,0,3.5,1000,6085,3229,2856,2069,5,5,499,288,5853,3013,2846,-1.6,-6.7,4.7,2,3,0.9,Other manufacturing
2019-03-31,2019,1,Other manufacturing,3298,3439,44380,45550,109.1,109.8,32,C,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2019-06-30,2019,2,Other manufacturing,3406,3545,44320,45090,108.9,108.7,32,C,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2019-09-30,2019,3,Other manufacturing,3540,3671,44510,44720,109.4,107.8,32,C,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2019-12-31,2019,4,Other manufacturing,3451,3589,45610,45940,112.1,110.8,32,C,All-item index,12,111.3,-0.3,1.4,1000,6861,3797,3064,2195,5,4,560,308,6340,3418,2918,8.3,13.4,2.6,4.1,3.7,4.6,Other manufacturing
2020-03-31,2020,1,Other manufacturing,3363,3500,46030,47800,113.1,115.3,32,C,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2020-06-30,2020,2,Other manufacturing,3200,3324,45280,45720,111.3,110.2,32,C,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2020-09-30,2020,3,Other manufacturing,3238,3365,45860,46140,112.7,111.3,32,C,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2020-12-31,2020,4,Other manufacturing,3341,3489,46840,47310,115.1,114.1,32,C,All-item index,12,112.9,0.4,1.4,1000,6997,4149,2848,2109,5,23,584,173,6190,3585,2587,-2.4,4.9,-11.4,4.4,4.2,4.9,Other manufacturing
2021-03-31,2021,1,Other manufacturing,3267,3408,47450,49540,116.6,119.5,32,C,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2021-06-30,2021,2,Other manufacturing,3303,3454,47680,48720,117.2,117.5,32,C,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2021-09-30,2021,3,Other manufacturing,3381,3529,47680,47960,117.2,115.6,32,C,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2021-12-31,2021,4,Other manufacturing,3409,3572,49030,49350,120.5,119,32,C,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
2022-03-31,2022,1,Other manufacturing,3393,3533,49510,52140,121.7,125.7,32,C,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
